Gene stable ID	Gene name	Chromosome/scaffold name
ENSMUSG00000091227	Gm3755	14
ENSMUSG00000005483	Dnajb1	8
ENSMUSG00000026213	Stk11ip	1
ENSMUSG00000024927	Rela	19
ENSMUSG00000094396	Vmn2r124	17
ENSMUSG00000013822	Elof1	9
ENSMUSG00000042807	Hecw2	1
ENSMUSG00000068817	Olfr1140	2
ENSMUSG00000016946	Kctd5	17
ENSMUSG00000046562	Unc119b	5
ENSMUSG00000092035	Peg10	6
ENSMUSG00000063447	Ube2d2b	5
ENSMUSG00000025237	Parp6	9
ENSMUSG00000047508	Mbd3l2	9
ENSMUSG00000035164	Zc3h12c	9
ENSMUSG00000059128	Ifnl2	7
ENSMUSG00000011831	Evi5	5
ENSMUSG00000094186	Gm1553	10
ENSMUSG00000028060	2810403A07Rik	3
ENSMUSG00000033014	Trim33	3
ENSMUSG00000075148	Olfr1141	2
ENSMUSG00000030602	Pak4	7
ENSMUSG00000020534	Shmt1	11
ENSMUSG00000047085	Lrrc4b	7
ENSMUSG00000020451	Limk2	11
ENSMUSG00000042202	Slc35e2	4
ENSMUSG00000068816	Olfr152	2
ENSMUSG00000067780	Pi15	1
ENSMUSG00000019889	Ptprk	10
ENSMUSG00000074402	Vmn1r55	7
ENSMUSG00000078812	Eif5a	11
ENSMUSG00000026365	Cfh	1
ENSMUSG00000020650	Bcap29	12
ENSMUSG00000026874	Hc	2
ENSMUSG00000091874	Vmn1r56	7
ENSMUSG00000047586	Nccrp1	7
ENSMUSG00000091652	Vmn1r57	7
ENSMUSG00000035601	Trmt10b	4
ENSMUSG00000029869	Ephb6	6
ENSMUSG00000091206	Vmn2r91	17
ENSMUSG00000084174	Sycn	7
ENSMUSG00000015437	Gzmb	14
ENSMUSG00000067206	Lrrc66	5
ENSMUSG00000036898	Zfp157	5
ENSMUSG00000069355	Gm5152	5
ENSMUSG00000029507	Pus1	5
ENSMUSG00000031729	Ist1	8
ENSMUSG00000109336	Samd4b	7
ENSMUSG00000078307	AI593442	9
ENSMUSG00000051721	Wdcp	12
ENSMUSG00000030929	Eri2	7
ENSMUSG00000035148	Gpr33	12
ENSMUSG00000024837	Dmrt1	19
ENSMUSG00000066637	Ttc32	12
ENSMUSG00000015981	Stk32c	7
ENSMUSG00000009927	Rps25	9
ENSMUSG00000029062	Cdk11b	4
ENSMUSG00000051346	Spryd4	10
ENSMUSG00000091350	Vmn2r92	17
ENSMUSG00000030600	Lrfn1	7
ENSMUSG00000046295	Ankle1	8
ENSMUSG00000029156	Sgcb	5
ENSMUSG00000044005	Gls2	10
ENSMUSG00000024039	Cbs	17
ENSMUSG00000052417	Olfr720	14
ENSMUSG00000000489	Pdgfb	15
ENSMUSG00000051224	Tceanc	X
ENSMUSG00000038482	Tfdp1	8
ENSMUSG00000023930	Crisp2	17
ENSMUSG00000036611	Eepd1	9
ENSMUSG00000066036	Ubr4	4
ENSMUSG00000036598	Ccdc113	8
ENSMUSG00000070814	Zswim9	7
ENSMUSG00000032112	Trappc4	9
ENSMUSG00000038704	Aspdh	7
ENSMUSG00000015980	Lrrc27	7
ENSMUSG00000025776	Crispld1	1
ENSMUSG00000028868	Wasf2	4
ENSMUSG00000052302	Tbc1d30	10
ENSMUSG00000049323	Smcr8	11
ENSMUSG00000020271	Fbxw11	11
ENSMUSG00000019828	Grm1	10
ENSMUSG00000029491	Pde6b	5
ENSMUSG00000068815	Olfr1143	2
ENSMUSG00000025163	Cd7	11
ENSMUSG00000041358	Nutm1	2
ENSMUSG00000056394	Lig1	7
ENSMUSG00000068814	Olfr1145	2
ENSMUSG00000021131	Erh	12
ENSMUSG00000021789	Sftpa1	14
ENSMUSG00000032498	Mlh1	9
ENSMUSG00000026077	Npas2	1
ENSMUSG00000027133	Nop10	2
ENSMUSG00000028382	Ptbp3	4
ENSMUSG00000031202	Rab39b	X
ENSMUSG00000048578	Mlec	5
ENSMUSG00000021967	Mrpl57	14
ENSMUSG00000012640	Zfp715	7
ENSMUSG00000030935	Acsm3	7
ENSMUSG00000061875	Olfr1148	2
ENSMUSG00000044534	Ackr2	9
ENSMUSG00000063760	Rnf217	10
ENSMUSG00000007950	Abhd8	8
ENSMUSG00000078789	Dph1	11
ENSMUSG00000035242	Oaz1	10
ENSMUSG00000048833	Slc39a9	12
ENSMUSG00000042446	Zmym4	4
ENSMUSG00000036376	Abt1	13
ENSMUSG00000060180	Myh13	11
ENSMUSG00000046032	Snx12	X
ENSMUSG00000036902	Neto2	8
ENSMUSG00000063320	1190007I07Rik	10
ENSMUSG00000028670	Lypla2	4
ENSMUSG00000074500	Zfp558	9
ENSMUSG00000029526	1700123K08Rik	5
ENSMUSG00000021868	Ppif	14
ENSMUSG00000020707	Rnf135	11
ENSMUSG00000048400	Prss54	8
ENSMUSG00000115293	Gm49333	16
ENSMUSG00000031988	Vps26b	9
ENSMUSG00000025089	Gfra1	19
ENSMUSG00000030762	Aqp8	7
ENSMUSG00000045326	Fndc7	3
ENSMUSG00000029684	Wasl	6
ENSMUSG00000022708	Zbtb20	16
ENSMUSG00000034880	Mrpl34	8
ENSMUSG00000062963	Ufc1	1
ENSMUSG00000070853	Olfr1150-ps1	2
ENSMUSG00000000402	Egfl6	X
ENSMUSG00000097084	Foxl1	8
ENSMUSG00000021140	Pcnx	12
ENSMUSG00000047039	Olfr1151	2
ENSMUSG00000035443	Thyn1	9
ENSMUSG00000002983	Relb	7
ENSMUSG00000045225	Olfr1152	2
ENSMUSG00000020475	Pgam2	11
ENSMUSG00000040276	Pacsin1	17
ENSMUSG00000001348	Acp5	9
ENSMUSG00000004038	Gstm3	3
ENSMUSG00000031971	Ccsap	8
ENSMUSG00000004630	Pcp2	8
ENSMUSG00000032606	Nicn1	9
ENSMUSG00000021090	Lrrc9	12
ENSMUSG00000037643	Prkci	3
ENSMUSG00000048197	Olfr1153	2
ENSMUSG00000048696	Mex3d	10
ENSMUSG00000059248	Sept9	11
ENSMUSG00000038268	Ovca2	11
ENSMUSG00000075146	Olfr1154	2
ENSMUSG00000037499	Nenf	1
ENSMUSG00000001472	Tcf25	8
ENSMUSG00000090417	Vmn2r94	17
ENSMUSG00000101653	Gm20792	Y
ENSMUSG00000032643	Fhl3	4
ENSMUSG00000071553	Cpa2	6
ENSMUSG00000041153	Osgin2	4
ENSMUSG00000042616	Oscp1	4
ENSMUSG00000053289	Ddx10	9
ENSMUSG00000036800	Fam135b	15
ENSMUSG00000025348	Itga7	10
ENSMUSG00000048387	Osr1	12
ENSMUSG00000062270	Morf4l1	9
ENSMUSG00000049092	Gpr137c	14
ENSMUSG00000030495	Slc7a10	7
ENSMUSG00000028830	AU040320	4
ENSMUSG00000020151	Ptprr	10
ENSMUSG00000019433	Gipc1	8
ENSMUSG00000079022	Col22a1	15
ENSMUSG00000053111	Fank1	7
ENSMUSG00000045302	Preb	5
ENSMUSG00000032009	Sesn3	9
ENSMUSG00000042474	Fcmr	1
ENSMUSG00000087687	Pet100	8
ENSMUSG00000038691	Mbd3l1	9
ENSMUSG00000021830	Txndc16	14
ENSMUSG00000044312	Neurog3	10
ENSMUSG00000020648	Dus4l	12
ENSMUSG00000037028	Gm12800	4
ENSMUSG00000030757	Zkscan2	7
ENSMUSG00000020083	Fam241b	10
ENSMUSG00000001802	Lrp3	7
ENSMUSG00000031327	Chic1	X
ENSMUSG00000079698	Vmn2r93	17
ENSMUSG00000020829	Slc46a1	11
ENSMUSG00000046159	Chrm3	13
ENSMUSG00000030924	Rexo5	7
ENSMUSG00000031381	Piga	X
ENSMUSG00000061046	Haghl	17
ENSMUSG00000020850	Prpf8	11
ENSMUSG00000030979	Uros	7
ENSMUSG00000038060	Dlec1	9
ENSMUSG00000051146	Camk2n2	16
ENSMUSG00000023951	Vegfa	17
ENSMUSG00000070890	Gm12794	4
ENSMUSG00000025347	Mettl7b	10
ENSMUSG00000078626	Gm12790	4
ENSMUSG00000072663	Spef2	15
ENSMUSG00000026626	Ppp2r5a	1
ENSMUSG00000075145	Olfr1155	2
ENSMUSG00000091631	Vmn2r95	17
ENSMUSG00000078625	Gm12789	4
ENSMUSG00000032985	5730522E02Rik	11
ENSMUSG00000031626	Sorbs2	8
ENSMUSG00000029679	Hyal6	6
ENSMUSG00000019505	Ubb	11
ENSMUSG00000047909	Ankrd16	2
ENSMUSG00000024304	Cdh2	18
ENSMUSG00000029680	Hyal4	6
ENSMUSG00000032601	Prkar2a	9
ENSMUSG00000029544	Cabp1	5
ENSMUSG00000029084	Cd38	5
ENSMUSG00000109564	Muc16	9
ENSMUSG00000007594	Hapln4	8
ENSMUSG00000023926	Rhag	17
ENSMUSG00000035177	Nlrp2	7
ENSMUSG00000040405	Havcr1	11
ENSMUSG00000022550	Adck5	15
ENSMUSG00000026627	Tmem206	1
ENSMUSG00000060765	Olfr325	11
ENSMUSG00000036057	Ptpn23	9
ENSMUSG00000030745	Il21r	7
ENSMUSG00000020462	Cfap36	11
ENSMUSG00000020474	Polm	11
ENSMUSG00000010651	Acaa1b	9
ENSMUSG00000071726	Gm5941	X
ENSMUSG00000098078	Gm26992	X
ENSMUSG00000067649	Mageb18	X
ENSMUSG00000030986	Dhx32	7
ENSMUSG00000023175	Bsg	10
ENSMUSG00000048398	Gm5065	7
ENSMUSG00000031329	Tsx	X
ENSMUSG00000078591	Hs3st4	7
ENSMUSG00000056564	Olfr324	11
ENSMUSG00000015452	Ager	17
ENSMUSG00000037461	Ints7	1
ENSMUSG00000021071	Trim9	12
ENSMUSG00000058488	Kl	5
ENSMUSG00000037984	Neurod6	6
ENSMUSG00000026664	Phyh	2
ENSMUSG00000070460	Olfr291	7
ENSMUSG00000029682	Spam1	6
ENSMUSG00000000171	Sdhd	9
ENSMUSG00000042178	Armc5	7
ENSMUSG00000044067	Gpr22	12
ENSMUSG00000037780	Mbl1	14
ENSMUSG00000003379	Cd79a	7
ENSMUSG00000053175	Bcl3	7
ENSMUSG00000075144	Olfr1156	2
ENSMUSG00000039364	Sectm1b	11
ENSMUSG00000078517	Emc1	4
ENSMUSG00000002996	Hbp1	12
ENSMUSG00000068758	Il3ra	14
ENSMUSG00000037145	2210407C18Rik	11
ENSMUSG00000062944	9130023H24Rik	7
ENSMUSG00000027950	Chrnb2	3
ENSMUSG00000061082	Plac1	X
ENSMUSG00000002280	Narfl	17
ENSMUSG00000025389	Mip	10
ENSMUSG00000050445	Cyp8b1	9
ENSMUSG00000041707	1810011H11Rik	14
ENSMUSG00000058355	Abce1	8
ENSMUSG00000050132	Sarm1	11
ENSMUSG00000055538	Zcchc24	14
ENSMUSG00000022514	Il1rap	16
ENSMUSG00000029868	Trpv6	6
ENSMUSG00000027750	Postn	3
ENSMUSG00000000167	Pih1d2	9
ENSMUSG00000074247	Dda1	8
ENSMUSG00000020270	Smim23	11
ENSMUSG00000037973	Ccdc129	6
ENSMUSG00000028550	Atg4c	4
ENSMUSG00000034482	Ly6g5c	17
ENSMUSG00000027951	Adar	3
ENSMUSG00000043880	Olfr323	11
ENSMUSG00000030983	Bccip	7
ENSMUSG00000020718	Polg2	11
ENSMUSG00000034022	Cpsf1	15
ENSMUSG00000069670	Nkain2	10
ENSMUSG00000017119	Nbr1	11
ENSMUSG00000067215	Usp51	X
ENSMUSG00000034908	Sidt2	9
ENSMUSG00000002930	Ppp1r17	6
ENSMUSG00000002341	Ncan	8
ENSMUSG00000043153	Ispd	12
ENSMUSG00000072707	Olfr31	14
ENSMUSG00000027978	Prss12	3
ENSMUSG00000039016	Timm8b	9
ENSMUSG00000029586	Spdye4b	5
ENSMUSG00000036315	Znrd1	17
ENSMUSG00000035772	Mrps2	2
ENSMUSG00000034863	Ano8	8
ENSMUSG00000006362	Cbfa2t3	8
ENSMUSG00000025038	Efhc2	X
ENSMUSG00000059820	AU019823	9
ENSMUSG00000071317	Bves	10
ENSMUSG00000096054	Syne1	10
ENSMUSG00000041797	Abca9	11
ENSMUSG00000041135	Ripk2	4
ENSMUSG00000002781	Tmem143	7
ENSMUSG00000061288	Taok3	5
ENSMUSG00000031669	Gins3	8
ENSMUSG00000003341	Atp8b3	10
ENSMUSG00000047238	Mageh1	X
ENSMUSG00000034947	Tmem106a	11
ENSMUSG00000040528	Milr1	11
ENSMUSG00000060036	Rpl3	15
ENSMUSG00000035142	Nubpl	12
ENSMUSG00000078671	Chd2	7
ENSMUSG00000070459	Olfr290	7
ENSMUSG00000044313	Mab21l3	3
ENSMUSG00000069830	Nlrp1a	11
ENSMUSG00000075143	Olfr1157	2
ENSMUSG00000046782	Ttc6	12
ENSMUSG00000024948	Map4k2	19
ENSMUSG00000023919	Cenpq	17
ENSMUSG00000071369	Map3k5	10
ENSMUSG00000022415	Syngr1	15
ENSMUSG00000067199	Frat1	19
ENSMUSG00000050856	Atp5k	5
ENSMUSG00000076430	Hus1b	13
ENSMUSG00000047604	Frat2	19
ENSMUSG00000021357	Exoc2	13
ENSMUSG00000028469	Npr2	4
ENSMUSG00000063804	Lin28b	10
ENSMUSG00000095710	Gm8871	5
ENSMUSG00000032827	Ppp1r9a	6
ENSMUSG00000091933	Gm8857	5
ENSMUSG00000040212	Emp3	7
ENSMUSG00000048478	Spata33	8
ENSMUSG00000055546	Timd4	11
ENSMUSG00000037419	Endod1	9
ENSMUSG00000021149	Gtpbp4	13
ENSMUSG00000002014	Ssr4	X
ENSMUSG00000033036	Gm7879	5
ENSMUSG00000027186	Elf5	2
ENSMUSG00000039013	Siglecf	7
ENSMUSG00000005148	Klf5	14
ENSMUSG00000032109	Nlrx1	9
ENSMUSG00000031819	Emc8	8
ENSMUSG00000026970	Rbms1	2
ENSMUSG00000063779	Chil4	3
ENSMUSG00000050188	Lsm10	4
ENSMUSG00000025165	Sectm1a	11
ENSMUSG00000035933	Cog5	12
ENSMUSG00000032220	Myo1e	9
ENSMUSG00000029155	Spata18	5
ENSMUSG00000071665	Foxr2	X
ENSMUSG00000034432	Cops8	1
ENSMUSG00000047407	Tgif1	17
ENSMUSG00000014496	Ankrd28	14
ENSMUSG00000057914	Cacnb2	2
ENSMUSG00000040809	Chil3	3
ENSMUSG00000040017	Saa4	7
ENSMUSG00000049321	Zfp2	11
ENSMUSG00000009073	Nf2	11
ENSMUSG00000031132	Cd40lg	X
ENSMUSG00000061136	Prpf40a	2
ENSMUSG00000059923	Grb2	11
ENSMUSG00000028644	Ermap	4
ENSMUSG00000024065	Ehd3	17
ENSMUSG00000055184	Fam72a	1
ENSMUSG00000003062	Stard3nl	13
ENSMUSG00000105993	Tex13c2	X
ENSMUSG00000015016	Acsf3	8
ENSMUSG00000039774	Galnt12	4
ENSMUSG00000031728	Zfp821	8
ENSMUSG00000054766	Set	2
ENSMUSG00000033623	Pcgf3	5
ENSMUSG00000037683	Armc3	2
ENSMUSG00000020277	Pfkl	10
ENSMUSG00000029617	Ccz1	5
ENSMUSG00000079173	Zan	5
ENSMUSG00000029634	Rnf6	5
ENSMUSG00000025727	A930017K11Rik	17
ENSMUSG00000074818	Pdzd7	19
ENSMUSG00000037326	Capn15	17
ENSMUSG00000000738	Spg7	8
ENSMUSG00000053580	Tanc2	11
ENSMUSG00000069895	Atxn1l	8
ENSMUSG00000035953	Tmem55b	14
ENSMUSG00000009291	Pttg1ip	10
ENSMUSG00000053024	Cntn2	1
ENSMUSG00000032484	Ngp	9
ENSMUSG00000091248	Gm17689	9
ENSMUSG00000002289	Angptl4	17
ENSMUSG00000038526	Car14	3
ENSMUSG00000100972	Gm28553	Y
ENSMUSG00000029762	Akr1b8	6
ENSMUSG00000047215	Rpl9	5
ENSMUSG00000029019	Nppb	4
ENSMUSG00000049775	Tmsb4x	X
ENSMUSG00000029678	Hyal5	6
ENSMUSG00000001687	Ubl3	5
ENSMUSG00000070313	A630095E13Rik	9
ENSMUSG00000038518	Jarid2	13
ENSMUSG00000028902	Sf3a3	4
ENSMUSG00000015750	Aph1a	3
ENSMUSG00000026547	Tagln2	1
ENSMUSG00000025159	Mms19	19
ENSMUSG00000048022	Tmem229a	6
ENSMUSG00000003970	Rpl8	15
ENSMUSG00000035431	Sstr1	12
ENSMUSG00000026829	Gbgt1	2
ENSMUSG00000014686	Ceacam16	7
ENSMUSG00000004099	Dnmt1	9
ENSMUSG00000039904	Gpr37	6
ENSMUSG00000042608	Stk40	4
ENSMUSG00000033170	Card10	15
ENSMUSG00000063663	Brwd3	X
ENSMUSG00000029710	Ephb4	5
ENSMUSG00000092216	Gm19345	7
ENSMUSG00000026933	Camsap1	2
ENSMUSG00000042804	Gpr153	4
ENSMUSG00000020335	Zfp354b	11
ENSMUSG00000035960	Apex1	14
ENSMUSG00000026280	Atg4b	1
ENSMUSG00000029618	Ocm	5
ENSMUSG00000020331	Hcn2	10
ENSMUSG00000018507	Trpv2	11
ENSMUSG00000000706	Btn1a1	13
ENSMUSG00000046922	Gpr6	10
ENSMUSG00000112814	Gm9040	10
ENSMUSG00000002006	Pdzd4	X
ENSMUSG00000095101	Gm13285	4
ENSMUSG00000039633	Lonrf1	8
ENSMUSG00000073702	Rpl31	1
ENSMUSG00000023348	Trip6	5
ENSMUSG00000094648	Gm13287	4
ENSMUSG00000037031	Tspan15	10
ENSMUSG00000031703	Itfg1	8
ENSMUSG00000079018	Ly6c1	15
ENSMUSG00000060882	Kcnd2	6
ENSMUSG00000070908	Gm13288	4
ENSMUSG00000041658	Rragb	X
ENSMUSG00000032562	Gnai2	9
ENSMUSG00000003814	Calr	8
ENSMUSG00000009995	Taz	X
ENSMUSG00000112419	Gm9044	10
ENSMUSG00000057672	Pkn1	8
ENSMUSG00000070868	Skint3	4
ENSMUSG00000112027	Gm9045	10
ENSMUSG00000026170	Cyp27a1	1
ENSMUSG00000112781	Gm9046	10
ENSMUSG00000022130	Tgds	14
ENSMUSG00000072983	4933414I15Rik	11
ENSMUSG00000100713	Ifna7	4
ENSMUSG00000041272	Tox	4
ENSMUSG00000022542	Sept12	16
ENSMUSG00000048373	Fgfbp1	5
ENSMUSG00000100549	Ifna11	4
ENSMUSG00000045930	Clec14a	12
ENSMUSG00000026432	Avpr1b	1
ENSMUSG00000026074	Map4k4	1
ENSMUSG00000033147	Slc22a15	3
ENSMUSG00000026420	Il24	1
ENSMUSG00000025213	Kazald1	19
ENSMUSG00000049972	Skint9	4
ENSMUSG00000041479	Syt15	14
ENSMUSG00000070891	Gm12689	4
ENSMUSG00000026931	1700019N19Rik	19
ENSMUSG00000028339	Col15a1	4
ENSMUSG00000041515	Irf8	8
ENSMUSG00000005968	Tuft1	3
ENSMUSG00000070390	Nlrp1b	11
ENSMUSG00000022229	Atp12a	14
ENSMUSG00000026279	Thap4	1
ENSMUSG00000022552	Sharpin	15
ENSMUSG00000074734	4933416C03Rik	10
ENSMUSG00000101157	Gm20905	Y
ENSMUSG00000010021	Kif19a	11
ENSMUSG00000038233	Fam198a	9
ENSMUSG00000024949	Sf1	19
ENSMUSG00000079114	Gm7849	8
ENSMUSG00000034359	Skint2	4
ENSMUSG00000043456	Zfp536	7
ENSMUSG00000020081	Tacr2	10
ENSMUSG00000005374	Tbl2	5
ENSMUSG00000003134	Tbc1d8	1
ENSMUSG00000016128	Stard13	5
ENSMUSG00000070417	Olfr2	7
ENSMUSG00000041616	Nppa	4
ENSMUSG00000024429	Gnl1	17
ENSMUSG00000046755	Kif2b	11
ENSMUSG00000034584	Exph5	9
ENSMUSG00000079364	Gm3558	14
ENSMUSG00000112495	Gm9048	10
ENSMUSG00000048029	Eno4	19
ENSMUSG00000050085	Olfr622	7
ENSMUSG00000043542	Zc2hc1a	3
ENSMUSG00000074115	Saa1	7
ENSMUSG00000094706	Gm10338	14
ENSMUSG00000001260	Gabrg1	5
ENSMUSG00000112919	Gm9049	10
ENSMUSG00000028894	Inpp5b	4
ENSMUSG00000026779	Mastl	2
ENSMUSG00000022337	Emc2	15
ENSMUSG00000091060	Myocos	1
ENSMUSG00000038560	Sp6	11
ENSMUSG00000097075	Cdiptos	7
ENSMUSG00000049404	Rarres1	3
ENSMUSG00000036977	Anapc10	8
ENSMUSG00000018924	Alox15	11
ENSMUSG00000031271	Serpina7	X
ENSMUSG00000036899	Trpv5	6
ENSMUSG00000079666	1700015F17Rik	5
ENSMUSG00000061461	Smim20	5
ENSMUSG00000038500	Prr3	17
ENSMUSG00000026697	Myoc	1
ENSMUSG00000030682	Cdipt	7
ENSMUSG00000073898	Olfr713	7
ENSMUSG00000019278	Dpep1	8
ENSMUSG00000028946	Hes3	4
ENSMUSG00000055170	Ifng	10
ENSMUSG00000037492	Zmat4	8
ENSMUSG00000095066	Defa20	8
ENSMUSG00000070498	Tmem132b	5
ENSMUSG00000039296	Spdye4a	5
ENSMUSG00000101252	Ifna6	4
ENSMUSG00000026149	Tm4sf20	1
ENSMUSG00000096682	Ifna5	4
ENSMUSG00000070904	Ifna4	4
ENSMUSG00000094818	Defa32	8
ENSMUSG00000030616	Sytl2	7
ENSMUSG00000031284	Pak3	X
ENSMUSG00000000202	Btbd17	11
ENSMUSG00000027015	Cybrd1	2
ENSMUSG00000026721	Rabgap1l	1
ENSMUSG00000065956	Defa37	8
ENSMUSG00000038206	Fbxo8	8
ENSMUSG00000043687	1190005I06Rik	8
ENSMUSG00000041842	Fhdc1	3
ENSMUSG00000055652	Klhl25	7
ENSMUSG00000034487	Kdelc2	9
ENSMUSG00000037957	Wdr20	12
ENSMUSG00000063511	Snrnp70	7
ENSMUSG00000032292	Nr2e3	9
ENSMUSG00000018340	Anxa6	11
ENSMUSG00000070304	Scn2b	9
ENSMUSG00000031858	Mau2	8
ENSMUSG00000074434	Defa28	8
ENSMUSG00000064090	Vrk2	11
ENSMUSG00000024109	Nrxn1	17
ENSMUSG00000040010	Slc7a5	8
ENSMUSG00000075570	Krt26	11
ENSMUSG00000042903	Foxo4	X
ENSMUSG00000114299	Gm47791	1
ENSMUSG00000041261	Car8	4
ENSMUSG00000107011	Gm42906	5
ENSMUSG00000079113	Gm7861	8
ENSMUSG00000037736	Limch1	5
ENSMUSG00000069588	Gm11733	11
ENSMUSG00000023918	Adgrf4	17
ENSMUSG00000040562	Gstm2	3
ENSMUSG00000058291	Zfp68	5
ENSMUSG00000032572	Col6a4	9
ENSMUSG00000021795	Sftpd	14
ENSMUSG00000040522	Tlr8	X
ENSMUSG00000054967	Zfp647	15
ENSMUSG00000048534	Jaml	9
ENSMUSG00000032607	Amt	9
ENSMUSG00000049521	Cdc42ep1	15
ENSMUSG00000017588	Krt27	11
ENSMUSG00000072294	Klf12	14
ENSMUSG00000039079	Trhr2	8
ENSMUSG00000044320	1700001O22Rik	2
ENSMUSG00000054814	Usp46	5
ENSMUSG00000099687	Olfr623	7
ENSMUSG00000043501	Lgals2	15
ENSMUSG00000026416	Il20	1
ENSMUSG00000091110	Gm2832	14
ENSMUSG00000031826	Usp10	8
ENSMUSG00000039337	Tex19.2	11
ENSMUSG00000027881	Prpf38b	3
ENSMUSG00000004018	Fancl	11
ENSMUSG00000022682	Rrn3	16
ENSMUSG00000060070	Defa26	8
ENSMUSG00000035478	Mbd3	10
ENSMUSG00000029669	Tspan12	6
ENSMUSG00000057465	Saa2	7
ENSMUSG00000029867	Llcfc1	6
ENSMUSG00000031304	Il2rg	X
ENSMUSG00000058498	Rnf207	4
ENSMUSG00000060208	Defa17	8
ENSMUSG00000068876	Cgn	3
ENSMUSG00000029134	Plb1	5
ENSMUSG00000031382	Asb11	X
ENSMUSG00000039070	Cpa4	6
ENSMUSG00000023094	Msrb2	2
ENSMUSG00000052430	Bmpr1b	3
ENSMUSG00000029866	Kel	6
ENSMUSG00000095498	Ifna1	4
ENSMUSG00000033740	St18	1
ENSMUSG00000063206	Defa34	8
ENSMUSG00000019464	Ptger1	8
ENSMUSG00000026960	Arl6ip6	2
ENSMUSG00000044071	Fam19a2	10
ENSMUSG00000090141	Gm614	X
ENSMUSG00000046768	Rhoj	12
ENSMUSG00000029772	Ahcyl2	6
ENSMUSG00000039620	6430573F11Rik	8
ENSMUSG00000092463	Gm20489	X
ENSMUSG00000027187	Cat	2
ENSMUSG00000032435	Dync1li1	9
ENSMUSG00000022288	4930447A16Rik	15
ENSMUSG00000094925	Gm5798	14
ENSMUSG00000038695	Josd2	7
ENSMUSG00000019088	Dnase1l1	X
ENSMUSG00000021835	Bmp4	14
ENSMUSG00000029405	G3bp2	5
ENSMUSG00000029587	Zfp12	5
ENSMUSG00000058618	AY761184	8
ENSMUSG00000051359	Ncald	15
ENSMUSG00000016524	Il19	1
ENSMUSG00000028563	Tm2d1	4
ENSMUSG00000028048	Gba	3
ENSMUSG00000087119	Atg4a-ps	3
ENSMUSG00000020877	Scrn2	11
ENSMUSG00000079261	Gm15217	14
ENSMUSG00000027849	Syt6	3
ENSMUSG00000075334	Rprm	2
ENSMUSG00000045364	Ifne	4
ENSMUSG00000040272	Accs	2
ENSMUSG00000064213	Defa24	8
ENSMUSG00000073409	H2-Q6	17
ENSMUSG00000016150	Tenm1	X
ENSMUSG00000031976	Urb2	8
ENSMUSG00000064325	Hhip	8
ENSMUSG00000045287	Rtn4rl1	11
ENSMUSG00000039662	Icmt	4
ENSMUSG00000004552	Ctse	1
ENSMUSG00000063889	Crem	18
ENSMUSG00000015501	Hivep2	10
ENSMUSG00000063457	Rps15	10
ENSMUSG00000039960	Rhou	8
ENSMUSG00000096215	Smim22	16
ENSMUSG00000044748	Defb1	8
ENSMUSG00000063236	1110038F14Rik	15
ENSMUSG00000057899	Adgrf2	17
ENSMUSG00000034892	Rps29	12
ENSMUSG00000031270	4930513O06Rik	X
ENSMUSG00000058568	Defb50	8
ENSMUSG00000027131	Emc4	2
ENSMUSG00000060550	H2-Q7	17
ENSMUSG00000094575	Gm20738	Y
ENSMUSG00000091131	Gm7945	14
ENSMUSG00000048766	Skint10	4
ENSMUSG00000042888	Prr30	14
ENSMUSG00000059898	Dsc3	18
ENSMUSG00000028028	Alpk1	3
ENSMUSG00000023832	Acat2	17
ENSMUSG00000092329	Gm20388	8
ENSMUSG00000030468	Siglecg	7
ENSMUSG00000030787	Lyve1	7
ENSMUSG00000096764	Gm21985	2
ENSMUSG00000069378	Prdm6	18
ENSMUSG00000056987	Fam71d	12
ENSMUSG00000049577	Zfpm1	8
ENSMUSG00000031627	Irf2	8
ENSMUSG00000102418	Sh2d1b1	1
ENSMUSG00000002332	Dhrs1	14
ENSMUSG00000021036	Sptlc2	12
ENSMUSG00000027132	Katnbl1	2
ENSMUSG00000073494	Sh2d1b2	1
ENSMUSG00000091679	Vmn2r96	17
ENSMUSG00000025410	Dctn2	10
ENSMUSG00000033594	Spata2l	8
ENSMUSG00000025969	Nrp2	1
ENSMUSG00000054141	Olfr24	9
ENSMUSG00000092142	Gm6482	14
ENSMUSG00000005696	Sh2d1a	X
ENSMUSG00000049598	Vsig8	1
ENSMUSG00000031878	Nae1	8
ENSMUSG00000026735	Ptf1a	2
ENSMUSG00000061758	Akr1b10	6
ENSMUSG00000048982	Gphb5	12
ENSMUSG00000048540	Nhlh2	3
ENSMUSG00000040713	Creg1	1
ENSMUSG00000050212	Eva1b	4
ENSMUSG00000093863	Gm7954	14
ENSMUSG00000026994	Galnt3	2
ENSMUSG00000025157	Zdhhc16	19
ENSMUSG00000027130	Slc12a6	2
ENSMUSG00000046714	Foxc2	8
ENSMUSG00000067235	H2-Q10	17
ENSMUSG00000006542	Prkag3	1
ENSMUSG00000057715	A830018L16Rik	1
ENSMUSG00000027255	Arfgap2	2
ENSMUSG00000042525	4933428M09Rik	X
ENSMUSG00000035569	Ankrd11	8
ENSMUSG00000026546	Cfap45	1
ENSMUSG00000025409	Mbd6	10
ENSMUSG00000033615	Cplx1	5
ENSMUSG00000000560	Gabra2	5
ENSMUSG00000045780	Olfr624	7
ENSMUSG00000042323	Pbrm1	14
ENSMUSG00000019590	Cyb561	11
